VIN,Make,Year,Model,AutoID,OwnerID,DriveTrain,EngineType,Transmission,ExteriorColor,InteriorColor
351ZSO5XWXYCUVQQ6,Contoso Motors,2010,Crossover,219,171,AWD,4 Cylinder,Automatic,Chili Red,Black
KULCBKCPR7KCYNL57,Contoso Motors,2016,Minivan,220,220,FWD,6 Cylinder,Automatic,Deep Blue,Brown
H89VPI708KGT4QQJR,Contoso Motors,2011,SUV,221,557,FWD,4 Cylinder,Automatic,Chili Red,Black
ZV42JTYUZYXLS0H7C,Contoso Motors,2005,Minivan,222,222,FWD,6 Cylinder,Automatic,White Silver,Smoke White
SH0L79SV2VCIO9ZTF,Contoso Motors,2006,Minivan,223,223,FWD,6 Cylinder,Automatic,Racing Green,Beige
Z3YMNSOQZ4UBN5APB,Contoso Motors,2007,Minivan,224,224,FWD,6 Cylinder,Automatic,Blazing Gray,Nutmeg
DRT0Q802HU1LZCI3T,Contoso Motors,2004,Minivan,225,225,FWD,6 Cylinder,Automatic,Electric Blue,Red
PJC90C6A84L8CREMC,Contoso Motors,2005,Minivan,226,226,FWD,6 Cylinder,Automatic,Thunder Gray,Gray
QXZKFBIB1W26O5FAE,Contoso Motors,2005,Sedan,227,634,FWD,6 Cylinder,Automatic,Blazing Gray,Nutmeg
8FVWUY730VQZF3XOV,Contoso Motors,2014,Hatchback,228,627,FWD,6 Cylinder,Automatic,Pepper White,Black
G6RY4WQF149EB309W,Contoso Motors,2016,Sedan,229,694,FWD,6 Cylinder,Automatic,Thunder Gray,Gray
ZZJUOWYKRXM8J0HOL,Contoso Motors,2006,Sedan,230,763,FWD,6 Cylinder,Automatic,Racing Green,Beige
217YAFI9N5U8ERPL0,Contoso Motors,2005,Crossover,231,709,FWD,8 Cylinder,Automatic,Chili Red,Black
2559R3T5JMAMOQCYW,Contoso Motors,2011,Truck,232,267,FWD,6 Cylinder,Automatic,Black,Black
39GWXOGV27KIR9CZF,Contoso Motors,2007,Truck,233,48,FWD,6 Cylinder,Automatic,Black,Black
N7E1ZLIBFDRZUY1F9,Contoso Motors,2007,Hatchback,234,763,FWD,6 Cylinder,Automatic,Racing Green,Black
7Z63SN96WUO9078UC,Contoso Motors,2013,Hatchback,235,3,FWD,6 Cylinder,Automatic,Pepper White,Black
CR8AEJHPJPX0RFDJT,Contoso Motors,2016,Minivan,236,236,FWD,6 Cylinder,Automatic,Blazing Gray,Nutmeg
6KG3RFCNVM8D5XAU6,Contoso Motors,2011,Minivan,237,237,FWD,6 Cylinder,Automatic,Electric Blue,Red
RMMFWD5RYX9QPR2O1,Contoso Motors,2011,Crossover,238,733,FWD,4 Cylinder,Automatic,Chili Red,Black
EOFJ9EE8WHS5576FJ,Contoso Motors,2014,Hatchback,239,199,FWD,6 Cylinder,Automatic,Racing Green,Black
O3FNJ4LMVTQ460NE3,Contoso Motors,2005,Truck,240,113,FWD,6 Cylinder,Automatic,Black,Black
OEEU3LFOJYUECCAY2,Contoso Motors,2004,Crossover,241,757,AWD,6 Cylinder,Automatic,Chili Red,Black
NIBPFRW6PF3AJYC78,Contoso Motors,2007,Sedan,242,907,FWD,6 Cylinder,Automatic,Pepper White,Dark Gray
7B4PZSBEHHGQ9TL4G,Contoso Motors,2005,Wagon,243,626,FWD,6 Cylinder,Automatic,Volcanic Orange,Black
36A60Q4A10EZSSUAF,Contoso Motors,2004,Minivan,244,244,FWD,6 Cylinder,Automatic,Deep Blue,Brown
JQ6T0KZ77C142FJS2,Contoso Motors,2007,Crossover,245,781,FWD,Electric,Automatic,Chili Red,Black
YBCR5S7UHQTERSRBP,Contoso Motors,2007,Crossover,246,803,FWD,6 Cylinder,Automatic,Chili Red,Black
ID4NDGXOUECEEMCSP,Contoso Motors,2012,Commercial,247,838,AWD,8 Cylinder,Automatic,Gray,Dark Gray
GGMI6EAOC7T5DPOBB,Contoso Motors,2011,Convertible 2DR,248,248,FWD,8 Cylinder,Automatic,Blazing Gray,Nutmeg
W480F2A76XNQYE8ZR,Contoso Motors,2007,Coupe,249,499,FWD,4 Cylinder,Manual,Chili Red,Black
DZ42BCLDOEMFZ6MIG,Contoso Motors,2013,Hybrid,250,250,FWD,Hybrid,Semi-automatic,Thunder Gray,Gray
7NNQ0XE3WYY1STK76,Contoso Motors,2007,Truck,251,114,AWD,6 Cylinder,Automatic,Black,Black
U4AS6E41OZTT9F8PQ,Contoso Motors,2012,Hatchback,252,635,FWD,6 Cylinder,Automatic,Electric Blue,Black
D284BARJKP9IH5RPO,Contoso Motors,2014,Sedan,253,79,AWD,6 Cylinder,Automatic,Racing Green,Beige
MDVGCN46K837U7BJX,Contoso Motors,2013,Sedan,254,147,FWD,6 Cylinder,Automatic,Silver,Ivory
ROEKFVU4RPFJUEWL5,Contoso Motors,2007,Sedan,255,463,FWD,6 Cylinder,Automatic,Silver,Ivory
5OEH6YE41ZVOQXUX4,Contoso Motors,2016,Hatchback,256,11,AWD,6 Cylinder,Automatic,Electric Blue,Black
8PX8ZFK0BBI26OW1K,Contoso Motors,2016,Truck,257,192,FWD,6 Cylinder,Automatic,Black,Black
SOQ4O5DGEH8RY9ILH,Contoso Motors,2015,Truck,258,232,FWD,6 Cylinder,Automatic,Black,Black
4OGNOAI6V5FROIVFK,Contoso Motors,2004,Coupe,259,547,AWD,4 Cylinder,Manual,Chili Red,Black
0AWR3XIDJ1U1BMKQA,Contoso Motors,2013,Hybrid,260,260,FWD,Hybrid,Semi-automatic,Blazing Gray,Nutmeg
RVRUL4C54YEE6RME2,Contoso Motors,2014,SUV,261,815,FWD,Hybrid,Automatic,Chili Red,Black
DQA4I40H1JH2L643H,Contoso Motors,2012,Commercial,262,967,AWD,8 Cylinder,Automatic,Gray,Dark Gray
29B894VC3B79UHWBP,Contoso Motors,2007,Convertible 2DR,263,263,FWD,Electric,Automatic,Pepper White,Dark Gray
PE6UI0UM05MWMIACN,Contoso Motors,2006,Crossover,264,851,FWD,4 Cylinder,Automatic,Chili Red,Black
AV9M6DEWSQUX2VB4L,Contoso Motors,2007,SUV,265,863,AWD,Hybrid,Automatic,Chili Red,Black
9Q7NP86FNK8UMZC74,Contoso Motors,2005,Minivan,266,266,FWD,6 Cylinder,Automatic,Blue,Old Lace
DZVFKZ3ZCSSWDFAFU,Contoso Motors,2004,SUV,267,897,AWD,8 Cylinder,Automatic,Chili Red,Black
1Q2FOUKE63J7OK3LI,Contoso Motors,2007,Minivan,268,268,FWD,6 Cylinder,Automatic,Deep Blue,Brown
6P471QFZWFQHWFMKI,Contoso Motors,2014,SUV,269,921,FWD,Hybrid,Automatic,Chili Red,Black
C27GX6BM2GYV9HX9Y,Contoso Motors,2005,Minivan,270,270,FWD,6 Cylinder,Automatic,White Silver,Smoke White
4DU5NJMFVRKIM3P1O,Contoso Motors,2012,Minivan,271,271,FWD,6 Cylinder,Automatic,Racing Green,Beige
6BTD6NHP7DS1W7SJX,Contoso Motors,2016,Minivan,272,272,FWD,6 Cylinder,Automatic,Blazing Gray,Nutmeg
7012NSYW542KZM7WE,Contoso Motors,2011,Minivan,273,273,FWD,6 Cylinder,Automatic,Electric Blue,Red
GYTKQ1BS38TKLCCBM,Contoso Motors,2013,Minivan,274,274,FWD,6 Cylinder,Automatic,Thunder Gray,Gray
TL2YQRP3GMW2FC2KX,Contoso Motors,2009,Sedan,275,62,AWD,4 Cylinder,Automatic,Thunder Gray,Gray
E8DCZDDLIWCKVCVHU,Contoso Motors,2013,Hatchback,276,447,FWD,6 Cylinder,Automatic,Pepper White,Black
722BH1XOFDHU03YB9,Contoso Motors,2007,Sedan,277,131,AWD,4 Cylinder,Automatic,Electric Blue,Red
CQLGZP7J9WH1B4ZRE,Contoso Motors,2005,Sedan,278,182,FWD,4 Cylinder,Automatic,Volcanic Orange,White
DBM9C43ALR2DRYF8S,Contoso Motors,2011,SUV,279,945,FWD,Electric,Automatic,Chili Red,Black
Q9Y2DLKX0V567FIJN,Contoso Motors,2004,Truck,280,233,FWD,6 Cylinder,Automatic,Black,Black
870I604O4BXFLA721,Contoso Motors,2004,Truck,281,288,FWD,6 Cylinder,Automatic,Black,Black
WORG68Z2PLTNZDBI7,Contoso Motors,2006,Hatchback,282,3,AWD,4 Cylinder,Automatic,Pepper White,Black
9C2RHVRVLMEJDBXLP,Contoso Motors,2015,Wagon,283,12,FWD,4 Cylinder,Automatic,Blazing Gray,Black
E45JME5KYJF6ICLUD,Contoso Motors,2005,Minivan,284,284,FWD,6 Cylinder,Automatic,Thunder Gray,Gray
7M05O1PNOJUW5VR9D,Contoso Motors,2007,Minivan,285,285,FWD,6 Cylinder,Automatic,Pepper White,Dark Gray
3QN85DCQ8IBUUBA0Y,Contoso Motors,2014,SUV,286,969,AWD,Hybrid,Automatic,Chili Red,Black
5FY0WL5EQPVD9LKYW,Contoso Motors,2012,Hatchback,287,51,FWD,4 Cylinder,Automatic,Pepper White,Black
B2UC9Q15DWAPBP2VR,Contoso Motors,2016,Truck,288,347,AWD,6 Cylinder,Automatic,Silver,Black
Y8TWTEKBBH8CNEKI8,Contoso Motors,2007,SUV,289,133,AWD,6 Cylinder,Automatic,Chili Red,Black
O9UGQ1PR18CQAEKVE,Contoso Motors,2016,Sedan,290,242,AWD,4 Cylinder,Automatic,Blue,Old Lace
TPQGWQYW26AHH9TLI,Contoso Motors,2005,Wagon,291,108,FWD,4 Cylinder,Automatic,Thunder Gray,Black
38AWD03G73Q6DUA3L,Contoso Motors,2011,Minivan,292,292,FWD,6 Cylinder,Automatic,White Silver,Smoke White
VI4IS9NCX3XERQF73,Contoso Motors,2011,Crossover,293,261,AWD,Electric,Automatic,Chili Red,Black
FEUSSIGY4UQGO5TVJ,Contoso Motors,2004,Crossover,294,285,FWD,Hybrid,Automatic,Chili Red,Black
ZMP7T83Y1SR5544F7,Contoso Motors,2012,Commercial,295,63,AWD,8 Cylinder,Automatic,Gray,Dark Gray
B0RTKSTPYD2DGODTV,Contoso Motors,2013,Convertible 2DR,296,296,RWD,6 Cylinder,Automatic,Thunder Gray,Gray
LR3DODLS7329DDTWM,Contoso Motors,2016,Coupe,297,691,FWD,4 Cylinder,Manual,Midnight Black,Silverstone
978NUG9ZG3DVJL1MX,Contoso Motors,2013,Hybrid,298,298,FWD,Hybrid,Semi-automatic,Volcanic Orange,White
X77PUP820K6B2MP99,Contoso Motors,2011,Truck,299,424,AWD,6 Cylinder,Automatic,Silver,Black
QEC5VLEBW5ENSEQAW,Contoso Motors,2004,Wagon,300,112,RWD,4 Cylinder,Automatic,Blue,Old Lace
LHLMIBC5OPP2UZBL5,Contoso Motors,2012,Sedan,301,447,FWD,4 Cylinder,Automatic,Racing Green,Beige
HIF5LODXQC4QD20O5,Contoso Motors,2016,Sedan,302,139,AWD,4 Cylinder,Automatic,Racing Green,Beige
5J0AP38IFFE3H3P34,Contoso Motors,2005,Sedan,303,190,FWD,4 Cylinder,Automatic,Thunder Gray,Gray
LBWKGBW5WE5MMRF2J,Contoso Motors,2016,Hatchback,304,132,AWD,4 Cylinder,Automatic,Blue,Gray
LF8RQP1N78DQK0G6J,Contoso Motors,2014,Truck,305,425,FWD,6 Cylinder,Automatic,Silver,Black
847HUI23QD4NM1S9J,Contoso Motors,2011,Truck,306,545,RWD,6 Cylinder,Automatic,Silver,Black
0RBCSW4NPPEEKF3BQ,Contoso Motors,2004,Coupe,307,921,RWD,4 Cylinder,Manual,Pepper White,Dark Gray
ZRIPVQ77OZUKB0Y61,Contoso Motors,2013,Hybrid,308,308,FWD,Hybrid,Semi-automatic,Thunder Gray,Gray
4ERRFYCP6UQ81FG7S,Contoso Motors,2007,Crossover,309,309,FWD,4 Cylinder,Automatic,Chili Red,Black
7G8GJ9SAFYHU76KXQ,Contoso Motors,2012,Commercial,310,126,AWD,8 Cylinder,Automatic,Gray,Dark Gray
E4Q4L1AFCQHJU7OGW,Contoso Motors,2006,Convertible 2DR,311,311,AWD,Hybrid,Automatic,Chili Red,Black
OPYOX6FJD1XUM3USR,Contoso Motors,2011,Crossover,312,333,AWD,8 Cylinder,Automatic,Chili Red,Black
JRXDPJOKH96PFXSW2,Contoso Motors,2006,Crossover,313,379,FWD,4 Cylinder,Automatic,Chili Red,Black
GBZ42PSLANFVHXRWM,Contoso Motors,2005,Minivan,314,314,FWD,6 Cylinder,Automatic,Deep Blue,Brown
N3VP3KGLV7AZ7UDLF,Contoso Motors,2007,SUV,315,391,FWD,Hybrid,Automatic,Chili Red,Black
Q8GLGAECVVBV4YDL5,Contoso Motors,2016,Minivan,316,316,FWD,6 Cylinder,Automatic,White Silver,Smoke White
ZP45GAHWWX484JIDS,Contoso Motors,2012,Crossover,317,427,FWD,4 Cylinder,Automatic,Chili Red,Black
6AHIENBQ3IE0BX63L,Contoso Motors,2013,Minivan,318,318,FWD,6 Cylinder,Automatic,Blazing Gray,Nutmeg
8JVCS7OF5R71ZG1VJ,Contoso Motors,2014,Minivan,319,319,FWD,6 Cylinder,Automatic,Electric Blue,Red
TP2EHAA57KII7LIGJ,Contoso Motors,2015,Minivan,320,320,FWD,6 Cylinder,Automatic,Thunder Gray,Gray
RIBJLHHKCFVPCYPIP,Contoso Motors,2004,Minivan,321,321,FWD,6 Cylinder,Automatic,Pepper White,Dark Gray
9ZJ8ZAOW2ZDCFJHRS,Contoso Motors,2010,Minivan,322,322,FWD,6 Cylinder,Automatic,Volcanic Orange,White
FRVQ1FXYHRC6J04RK,Contoso Motors,2009,Sedan,323,250,AWD,4 Cylinder,Automatic,Volcanic Orange,White
UANMTDWRW00TJ28QV,Contoso Motors,2016,Hatchback,324,228,FWD,4 Cylinder,Automatic,Blue,White
CPGA4ETZIMOP82T9E,Contoso Motors,2015,Sedan,325,310,FWD,4 Cylinder,Automatic,Volcanic Orange,White
72KW331LQW1QR9NIX,Contoso Motors,2007,Sedan,326,379,RWD,4 Cylinder,Automatic,Pepper White,Dark Gray
2JXM1P3WJ0HZQBR6S,Contoso Motors,2004,SUV,327,439,AWD,4 Cylinder,Automatic,Chili Red,Black
R2VX77FUK9B51P90E,Contoso Motors,2009,Truck,328,546,FWD,6 Cylinder,Automatic,Silver,Black
KYCY6I07C0KJ459Q1,Contoso Motors,2011,Truck,329,568,AWD,6 Cylinder,Automatic,Silver,Black
UPUGBZ8I8MD3OQJ5N,Contoso Motors,2010,Wagon,330,234,AWD,4 Cylinder,Automatic,Blue,Smoke White
F3512YWMZF1WA2GKR,Contoso Motors,2011,Hatchback,331,243,AWD,4 Cylinder,Automatic,Blue,Ivory
XKK5DSG4YQ3UUHJLL,Contoso Motors,2004,Minivan,332,332,FWD,6 Cylinder,Automatic,Thunder Gray,Gray
DZ9OJAMDUDQIFWG45,Contoso Motors,2005,Minivan,333,333,FWD,6 Cylinder,Automatic,Pepper White,Dark Gray
9BZ7D8XML1OREBU6Z,Contoso Motors,2014,SUV,334,449,FWD,6 Cylinder,Automatic,Chili Red,Black
EIS8TO7IBPGSUGAFC,Contoso Motors,2013,Wagon,335,252,FWD,4 Cylinder,Automatic,Blue,White
GEPLA8Z81Y788GDV5,Contoso Motors,2007,Truck,336,664,FWD,6 Cylinder,Automatic,Silver,Black
F4XK9KWUPSQEKCQ44,Contoso Motors,2011,SUV,337,473,AWD,Electric,Automatic,Chili Red,Black
JIA2JAPA34C2AMK5C,Contoso Motors,2011,Sedan,338,695,FWD,4 Cylinder,Automatic,Pepper White,Dark Gray
2J34P6DUJ5TLGLK7J,Contoso Motors,2013,Hatchback,339,291,FWD,4 Cylinder,Automatic,Blue,Silverstone
9Y1PTAE0DAXZCB4K6,Contoso Motors,2013,Minivan,340,340,FWD,6 Cylinder,Automatic,White Silver,Smoke White
VKJOFELAS7M9H0IOW,Contoso Motors,2014,SUV,341,497,AWD,6 Cylinder,Automatic,Chili Red,Black
AT814MUK5J0G3JPOD,Contoso Motors,2010,SUV,342,102,FWD,Hybrid,Automatic,Deep Blue,Black
8YQEXY61638YKBL4O,Contoso Motors,2012,Commercial,343,159,AWD,8 Cylinder,Automatic,Gray,Dark Gray
QKGNSLFNKYGWJ4QR8,Contoso Motors,2004,Convertible 2DR,344,344,RWD,4 Cylinder,Automatic,Thunder Gray,Gray
ZWEDMO23SMRZUPPK3,Contoso Motors,2011,Coupe,345,65,AWD,4 Cylinder,Manual,Silver,Ivory
2B102NSZTIA304BJR,Contoso Motors,2013,Hybrid,346,346,FWD,Hybrid,Semi-automatic,Volcanic Orange,White
JLCVKVD9F3032F6JR,Contoso Motors,2004,Truck,347,665,FWD,6 Cylinder,Automatic,Silver,Black
SRWH1B23OM3AOSB28,Contoso Motors,2013,Hatchback,348,379,AWD,4 Cylinder,Automatic,Blue,Dark Gray
649PZ6LT55M9ELLL4,Contoso Motors,2015,Sedan,349,318,FWD,4 Cylinder,Automatic,Thunder Gray,Gray
BIWYSE0RLUJFVWVVV,Contoso Motors,2014,Sedan,350,387,FWD,4 Cylinder,Automatic,Electric Blue,Red
RWIM837UQOPQNJBJ1,Contoso Motors,2009,Sedan,351,438,AWD,4 Cylinder,Automatic,Volcanic Orange,White
AOEKR0D869SYL4DTA,Contoso Motors,2015,Wagon,352,426,FWD,4 Cylinder,Automatic,Blue,Gray
67E710RBKX9C4LKLX,Contoso Motors,2014,Truck,353,689,AWD,6 Cylinder,Automatic,Silver,Black
F8MB6Z8E20PB290YW,Contoso Motors,2015,Truck,354,690,RWD,6 Cylinder,Automatic,Silver,Black
1RTJG39L0ZJDM0YRF,Contoso Motors,2011,Coupe,355,123,RWD,4 Cylinder,Manual,Chili Red,Black
APZK8MLD6NRH8AE1B,Contoso Motors,2013,Hybrid,356,356,FWD,Hybrid,Semi-automatic,Thunder Gray,Gray
I3KWWJGS9QF2YVZEI,Contoso Motors,2009,SUV,357,150,AWD,6 Cylinder,Automatic,Deep Blue,Black
JFY53LLTFONNTTZFC,Contoso Motors,2012,Commercial,358,207,AWD,8 Cylinder,Automatic,Gray,Dark Gray
LQS47SYHDPU7PY659,Contoso Motors,2012,Convertible 2DR,359,359,FWD,Hybrid,Automatic,Chili Red,Black
N3PI8UMX2FKPBSLKJ,Contoso Motors,2016,SUV,360,512,FWD,8 Cylinder,Automatic,Deep Blue,Black
ZBA97K3ZHMJWKM8VL,Contoso Motors,2005,SUV,361,560,FWD,6 Cylinder,Automatic,Deep Blue,Black
U727IUNSWAWN20S83,Contoso Motors,2013,Minivan,362,362,FWD,6 Cylinder,Automatic,Deep Blue,Brown
AYJWKOVO1YUNA76I7,Contoso Motors,2005,SUV,363,630,AWD,Hybrid,Automatic,Deep Blue,Black
S2X3N4BACU2TN96FJ,Contoso Motors,2015,Minivan,364,364,FWD,6 Cylinder,Automatic,White Silver,Smoke White
BRF8PXVFCCYM2DWCW,Contoso Motors,2005,SUV,365,678,AWD,4 Cylinder,Automatic,Deep Blue,Black
YACKN696MBIRX8J9C,Contoso Motors,2010,Minivan,366,366,FWD,6 Cylinder,Automatic,Blazing Gray,Nutmeg
GN363ZCEXYXJDESOH,Contoso Motors,2007,Minivan,367,367,FWD,6 Cylinder,Automatic,Electric Blue,Red
J5FIRE115YCDREGO2,Contoso Motors,2016,Minivan,368,368,FWD,6 Cylinder,Automatic,Thunder Gray,Gray
NO2JM5T62TH82JE0G,Contoso Motors,2011,Minivan,369,369,FWD,6 Cylinder,Automatic,Pepper White,Dark Gray
0FQC86QTFJ7YKFLP1,Contoso Motors,2009,Minivan,370,370,FWD,6 Cylinder,Automatic,Volcanic Orange,White
VWPV36QH0X8VTLUVG,Contoso Motors,2015,Sedan,371,498,RWD,4 Cylinder,Automatic,Blue,Old Lace
96E454V8GFVILTWSS,Contoso Motors,2016,Hatchback,372,427,FWD,4 Cylinder,Automatic,Blue,Dark Gray
8J0U8XCPRGW4Z3NQE,Contoso Motors,2005,Sedan,373,2,FWD,4 Cylinder,Automatic,Thunder Gray,Gray
6I1PU5IJTTW5JW0VL,Contoso Motors,2005,Sedan,374,50,FWD,4 Cylinder,Automatic,Thunder Gray,Gray
6EAE4IIMXY3RHH6LZ,Contoso Motors,2007,SUV,375,830,AWD,6 Cylinder,Automatic,Deep Blue,Black
60JXAVE61HUYRYXZX,Contoso Motors,2016,Truck,376,720,FWD,6 Cylinder,Automatic,Silver,Black
64CIW3DOG0CETY0M5,Contoso Motors,2011,Truck,377,864,FWD,6 Cylinder,Automatic,Silver,Black
UZQXXBVKVAIC9ZF4G,Contoso Motors,2016,Wagon,378,448,FWD,4 Cylinder,Automatic,Blue,Nutmeg
NS0NCNF06CW7PLQXN,Contoso Motors,2016,Wagon,379,544,AWD,4 Cylinder,Automatic,Blue,Gray
4H61HJFAK7VWXX1OV,Contoso Motors,2011,Minivan,380,380,FWD,6 Cylinder,Automatic,Volcanic Orange,White
LQY0148LQ37YJ19NH,Contoso Motors,2014,Minivan,381,381,FWD,6 Cylinder,Automatic,Chili Red,Black
1C8026X1LS42E7916,Contoso Motors,2015,SUV,382,878,FWD,6 Cylinder,Automatic,Deep Blue,Black
V7D26DTTXLSIS56M1,Contoso Motors,2006,Hatchback,383,619,AWD,4 Cylinder,Automatic,Blue,Gray
MTP34WQYET4MBXKP3,Contoso Motors,2016,Truck,384,875,FWD,6 Cylinder,Automatic,Silver,Black
UV25HI2L1W28HEVYF,Contoso Motors,2004,SUV,385,136,AWD,6 Cylinder,Automatic,Deep Blue,Black
9GAK9WB9PERDMBYWH,Contoso Motors,2004,Sedan,386,63,AWD,4 Cylinder,Automatic,Pepper White,Dark Gray
JYIPJNLSPYCKWKKNJ,Contoso Motors,2005,Wagon,387,666,FWD,4 Cylinder,Automatic,Blue,Gray
2FU0GEB32SFRRA6LQ,Contoso Motors,2004,Minivan,388,388,FWD,6 Cylinder,Automatic,Blazing Gray,Nutmeg
SJPIEUI7S9WPHTAAI,Contoso Motors,2005,SUV,389,206,RWD,6 Cylinder,Automatic,Deep Blue,Black
GPI5N9BGT5NRZN00V,Contoso Motors,2013,SUV,390,254,FWD,6 Cylinder,Automatic,Deep Blue,Black
GJGVZ5KGGIVU5HVJE,Contoso Motors,2012,Commercial,391,318,AWD,8 Cylinder,Automatic,Gray,Dark Gray
0URNPBEKUUELE97HG,Contoso Motors,2011,Convertible 2DR,392,392,FWD,6 Cylinder,Automatic,Volcanic Orange,White
6XLREKMP7K6FNL6H2,Contoso Motors,2011,Coupe,393,497,FWD,4 Cylinder,Manual,Pepper White,Dark Gray
XF93A5HNUMQF3W7XN,Contoso Motors,2013,Hybrid,394,394,FWD,Hybrid,Semi-automatic,Blue,Old Lace
QROSBQF5GCDX6MFYR,Contoso Motors,2007,Truck,395,923,AWD,6 Cylinder,Automatic,Silver,Black
XXW0169ZOVK5YJ41O,Contoso Motors,2012,Hatchback,396,667,FWD,4 Cylinder,Automatic,Blue,Gray
FIL37ODI7DPZJ17XN,Contoso Motors,2007,Sedan,397,109,FWD,4 Cylinder,Automatic,Pepper White,Dark Gray
M3NYC3L36K7N6NG3X,Contoso Motors,2016,Sedan,398,110,FWD,4 Cylinder,Automatic,Volcanic Orange,White
TXRICS2GT5CTQB3NT,Contoso Motors,2011,Sedan,399,111,AWD,4 Cylinder,Automatic,Chili Red,Black
WNAYDQB61LZ83DQF0,Contoso Motors,2011,Wagon,400,688,FWD,4 Cylinder,Automatic,Blue,Gray
QYRRYY3SJW7W4VL91,Contoso Motors,2014,Truck,401,67,AWD,6 Cylinder,Automatic,Silver,Black
OWWOA16T9B8Q7YCCV,Contoso Motors,2011,Truck,402,96,FWD,6 Cylinder,Automatic,Silver,Black
GZKUG00S0EQ5F54TG,Contoso Motors,2014,Coupe,403,507,AWD,4 Cylinder,Manual,Pepper White,Dark Gray
OKVQCDJV4UYZVJ07T,Contoso Motors,2013,Hybrid,404,404,FWD,Hybrid,Semi-automatic,Volcanic Orange,White
O8KOMQOQK5OSEX8N4,Contoso Motors,2007,SUV,405,358,FWD,Hybrid,Automatic,Deep Blue,Black
VUOI9X4MG7DP0ZQV8,Contoso Motors,2012,Commercial,406,366,AWD,8 Cylinder,Automatic,Gray,Dark Gray
1ZKLUE7IJPHCITBXG,Contoso Motors,2014,Convertible 2DR,407,407,FWD,Electric,Automatic,Silver,Ivory
PBSIU00P08RA1SIBE,Contoso Motors,2015,SUV,408,406,AWD,6 Cylinder,Automatic,Deep Blue,Black
T8DNDN5UDCWL7M72H,Contoso Motors,2005,SUV,409,25,AWD,8 Cylinder,Automatic,Electric Blue,Black
ZJOCAJ6AF9ER5GPW8,Contoso Motors,2010,Minivan,410,410,FWD,6 Cylinder,Automatic,White Silver,Smoke White
U2FX7NDGMSL43QUGM,Contoso Motors,2004,SUV,411,49,FWD,4 Cylinder,Automatic,Electric Blue,Black
WQS4ADJ267BIDYYII,Contoso Motors,2016,Minivan,412,412,FWD,6 Cylinder,Automatic,Blazing Gray,Nutmeg
R6L3VILU35RHJDAZV,Contoso Motors,2014,SUV,413,73,FWD,6 Cylinder,Automatic,Electric Blue,Black
ZNMOPH5SW3ZEBV3NO,Contoso Motors,2009,Minivan,414,414,FWD,6 Cylinder,Automatic,Thunder Gray,Gray
TMN5DLU9NY4XX0JUY,Contoso Motors,2004,Minivan,415,415,FWD,6 Cylinder,Automatic,Pepper White,Dark Gray
8H8W7LAM2WHOK1UON,Contoso Motors,2005,Minivan,416,416,FWD,6 Cylinder,Automatic,Volcanic Orange,White
U1G77DG0TQDQU1KPO,Contoso Motors,2007,Minivan,417,417,FWD,6 Cylinder,Automatic,Chili Red,Black
V5V483U7H0713ZAQ0,Contoso Motors,2016,Minivan,418,418,FWD,6 Cylinder,Automatic,Blue,Old Lace
Z19X6P9CCCLQRPSN8,Contoso Motors,2011,Sedan,419,229,FWD,4 Cylinder,Automatic,Chili Red,Black
XQURYT88D8BCHF4PD,Contoso Motors,2007,Hatchback,420,719,FWD,4 Cylinder,Automatic,Blue,Gray
ASFVLRMRYZQDVOAIY,Contoso Motors,2013,Sedan,421,230,FWD,4 Cylinder,Automatic,Blue,Old Lace
6C3RWG9NFGWS93TC1,Contoso Motors,2007,Sedan,422,290,FWD,4 Cylinder,Automatic,Deep Blue,Brown
VV280A4H1LRBV1S1M,Contoso Motors,2007,Crossover,423,517,FWD,6 Cylinder,Automatic,Electric Blue,Black
YSTK76U2MMH44OISI,Contoso Motors,2004,Truck,424,97,FWD,6 Cylinder,Automatic,Silver,Black
18NL8LMI9B1VD0IXV,Contoso Motors,2007,Truck,425,121,FWD,6 Cylinder,Automatic,Silver,Black
HYT7N0YGG7IE1206T,Contoso Motors,2004,Hatchback,426,723,FWD,4 Cylinder,Automatic,Blue,Gray
IQD3NDVE7QZC45HNC,Contoso Motors,2015,Hatchback,427,804,FWD,4 Cylinder,Automatic,Blue,Gray
1OQI8PS9UBQDMBEQY,Contoso Motors,2013,Minivan,428,428,FWD,6 Cylinder,Automatic,Volcanic Orange,White
JNZIYNLRASQ08GN5T,Contoso Motors,2014,Minivan,429,429,FWD,6 Cylinder,Automatic,Chili Red,Black
FOHABFXIQK0NZECAC,Contoso Motors,2011,Crossover,430,541,AWD,Electric,Automatic,Electric Blue,Black
PN7J7WIR695T90QDK,Contoso Motors,2011,Hatchback,431,815,AWD,4 Cylinder,Automatic,Blue,Gray
MA3H9KZGMS7RSBK0P,Contoso Motors,2016,Truck,432,122,AWD,6 Cylinder,Automatic,Silver,Black
8H55KPJ421ANV9B8Y,Contoso Motors,2005,Crossover,433,565,FWD,6 Cylinder,Automatic,Electric Blue,Black
SW39ZMDNA1K1DYFF0,Contoso Motors,2004,Sedan,434,371,FWD,4 Cylinder,Automatic,Chili Red,Black
LXK7IDPDB86PDY8N5,Contoso Motors,2013,Hatchback,435,863,FWD,4 Cylinder,Automatic,Blue,Gray
9K3NPUOHFCGGMDO9G,Contoso Motors,2011,Minivan,436,436,FWD,6 Cylinder,Automatic,Blazing Gray,Nutmeg
